"store","websites","attribute_set","type","sku",,"category_ids","has_options","name","stylenumber","associated","meta_title","meta_description","image","small_image","thumbnail","gallery","config_attributes","page_layout","style","jewel_type","brand","total_stone_no","total_stone_weight","side_stone_1","side_stone_2","side_stone_3","stone_shape_1","stone_shape_2","stone_shape_3","number_of_stones_2","number_of_stones_3","color_and_clarity_1","color_and_clarity_2","color_and_clarity_3","minimum_stone_ct_weight_1","minimum_stone_ct_weight_2","minimum_stone_ct_weight_3","number_of_stones_1","ring_width","head_size","diamond_shape_selectable","diamond_shape","price","weight","status","is_recurring","visibility","tax_class_id","classification","metal_selection","diamond_quality","center_stone_size","center_stone_included","by_looks","description","short_description","meta_keyword","warranty","shipping_details","qty","is_in_stock","related","upsell","rank_prod","Ring size:drop_down:1:0"
"admin","martinflyer","EngagementRing","configurable","4209FFCXWR",7,3,1,"FlyerfitÂ® Classic Three Stone Engagement Ring","4209FFCXWR","4209FFCXWRQ-B-7.0RD,4209FFCXWRQ-C-7.0RD,4209FFCXWRQPL-B-7.0RD,4209FFCXWRQPL-C-7.0RD,4209FFCXWRZ-B-7.0RD,4209FFCXWRZ-C-7.0RD,4209FFCXWRZPL-B-7.0RD,4209FFCXWRZPL-C-7.0RD,4209FFCXWRPL-B-7.0RD,4209FFCXWRPL-C-7.0RD","FlyerfitÂ® Three Stone Engagement Ring","FlyerfitÂ® Round Dia-TB-.50-RD-.12ct. G/H, SI1/SI2 Classic Three Stone Engagement Ring","/4209FFCXWR7RD.jpg","/4209FFCXWR7RD2.jpg","/4209FFCXWR7RDSV.jpg","/4209FFCXWR7RDSET.jpg","center_stone_size,metal_selection,diamond_quality,diamond_shape_selectable","1 column","Classic","Engagement Ring","FlyerfitÂ®",10,"DIA-TB-.50-RD-.12ct.","Diamond","Diamond",,"Tapered Baguette","Round",,8," ","G/H SI1/SI2","G/H SI1/SI2",,0.5,0.12," ",2,"T-3.34,B-2.26",,"Round","Round",5500,1,"Enabled","No","Catalog, Search","None","Three Stone","White gold 14k","G/H, SI1/SI2",1.25,"Not Included",,"The Three Stone engagement ring style is designed with one center stone and two side stones. This style ring can be worn as a right-hand ring or as an engagement ring","FlyerfitÂ® Classic Three Stone Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,"5137SRWB-17",,256,"3:fixed:0.0000: :1:0|3.5:fixed:0.0000: :2:0|4:fixed:0.0000: :3:0|4.5:fixed:0.0000: :4:0|5:fixed:0.0000: :5:0|5.5:fixed:0.0000: :6:0|6:fixed:0.0000: :7:0|6.5:fixed:0.0000: :8:0|7:fixed:0.0000: :9:0|7.5:fixed:0.0000: :10:0|8:fixed:0.0000: :11:0|8.5:fixed:0.0000: :12:0|9:fixed:0.0000: :13:0|9.5:fixed:0.0000: :14:0|10:fixed:0.0000: :15:0|11:fixed:0.0000: :16:0|11.5:fixed:0.0000: :17:0"
"admin","martinflyer","EngagementRing","simple","4209FFCXWRPL-B-7.0RD",,3,0,"FlyerfitÂ® Classic Three Stone Engagement Ring","4209FFCXWRPL-B-7.0RD",,"FlyerfitÂ® Three Stone Engagement Ring","FlyerfitÂ® Round Dia-TB-.50-RD-.12ct. G/H, VS2/SI1 Classic Three Stone Engagement Ring","/4209FFCXWR7RD.jpg","/4209FFCXWR7RD2.jpg","/4209FFCXWR7RDSV.jpg","/4209FFCXWR7RDSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®",10,"DIA-TB-.50-RD-.12ct.","Diamond","Diamond",,"Tapered Baguette","Round",,8," ","G/H VS2/SI1","G/H VS2/SI1",,0.5,0.12," ",2,,7,"Round","Round",6500,1,"Enabled","No","Not Visible Individually","None","Three Stone","Platinum","G/H, VS2/SI1",1.25,"Not Included",,"The Three Stone engagement ring style is designed with one center stone and two side stones. This style ring can be worn as a right-hand ring or as an engagement ring","FlyerfitÂ® Classic Three Stone Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","EngagementRing","simple","4209FFCXWRPL-C-7.0RD",,3,0,"FlyerfitÂ® Classic Three Stone Engagement Ring","4209FFCXWRPL-C-7.0RD",,"FlyerfitÂ® Three Stone Engagement Ring","FlyerfitÂ® Round Dia-TB-.50-RD-.12ct. G/H, SI1/SI2 Classic Three Stone Engagement Ring","/4209FFCXWR7RD.jpg","/4209FFCXWR7RD2.jpg","/4209FFCXWR7RDSV.jpg","/4209FFCXWR7RDSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®",10,"DIA-TB-.50-RD-.12ct.","Diamond","Diamond",,"Tapered Baguette","Round",,8," ","G/H SI1/SI2","G/H SI1/SI2",,0.5,0.12," ",2,,7,"Round","Round",6275,1,"Enabled","No","Not Visible Individually","None","Three Stone","Platinum","G/H, SI1/SI2",1.25,"Not Included",,"The Three Stone engagement ring style is designed with one center stone and two side stones. This style ring can be worn as a right-hand ring or as an engagement ring","FlyerfitÂ® Classic Three Stone Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","EngagementRing","simple","4209FFCXWRQ-B-7.0RD",,3,0,"FlyerfitÂ® Classic Three Stone Engagement Ring","4209FFCXWRQ-B-7.0RD",,"FlyerfitÂ® Three Stone Engagement Ring","FlyerfitÂ® Round Dia-TB-.50-RD-.12ct. G/H, VS2/SI1 Classic Three Stone Engagement Ring","/4209FFCXWR7RD.jpg","/4209FFCXWR7RD2.jpg","/4209FFCXWR7RDSV.jpg","/4209FFCXWR7RDSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®",10,"DIA-TB-.50-RD-.12ct.","Diamond","Diamond",,"Tapered Baguette","Round",,8," ","G/H VS2/SI1","G/H VS2/SI1",,0.5,0.12," ",2,,7,"Round","Round",5700,1,"Enabled","No","Not Visible Individually","None","Three Stone","White gold 14k","G/H, VS2/SI1",1.25,"Not Included",,"The Three Stone engagement ring style is designed with one center stone and two side stones. This style ring can be worn as a right-hand ring or as an engagement ring","FlyerfitÂ® Classic Three Stone Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","EngagementRing","simple","4209FFCXWRQ-C-7.0RD",,3,0,"FlyerfitÂ® Classic Three Stone Engagement Ring","4209FFCXWRQ-C-7.0RD",,"FlyerfitÂ® Three Stone Engagement Ring","FlyerfitÂ® Round Dia-TB-.50-RD-.12ct. G/H, SI1/SI2 Classic Three Stone Engagement Ring","/4209FFCXWR7RD.jpg","/4209FFCXWR7RD2.jpg","/4209FFCXWR7RDSV.jpg","/4209FFCXWR7RDSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®",10,"DIA-TB-.50-RD-.12ct.","Diamond","Diamond",,"Tapered Baguette","Round",,8," ","G/H SI1/SI2","G/H SI1/SI2",,0.5,0.12," ",2,,7,"Round","Round",5500,1,"Enabled","No","Not Visible Individually","None","Three Stone","White gold 14k","G/H, SI1/SI2",1.25,"Not Included",,"The Three Stone engagement ring style is designed with one center stone and two side stones. This style ring can be worn as a right-hand ring or as an engagement ring","FlyerfitÂ® Classic Three Stone Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","EngagementRing","simple","4209FFCXWRQPL-B-7.0RD",,3,0,"FlyerfitÂ® Classic Three Stone Engagement Ring","4209FFCXWRQPL-B-7.0RD",,"FlyerfitÂ® Three Stone Engagement Ring","FlyerfitÂ® Round Dia-TB-.50-RD-.12ct. G/H, VS2/SI1 Classic Three Stone Engagement Ring","/4209FFCXWR7RD.jpg","/4209FFCXWR7RD2.jpg","/4209FFCXWR7RDSV.jpg","/4209FFCXWR7RDSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®",10,"DIA-TB-.50-RD-.12ct.","Diamond","Diamond",,"Tapered Baguette","Round",,8," ","G/H VS2/SI1","G/H VS2/SI1",,0.5,0.12," ",2,,7,"Round","Round",5950,1,"Enabled","No","Not Visible Individually","None","Three Stone","White Gold 14k with Platinum head","G/H, VS2/SI1",1.25,"Not Included",,"The Three Stone engagement ring style is designed with one center stone and two side stones. This style ring can be worn as a right-hand ring or as an engagement ring","FlyerfitÂ® Classic Three Stone Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","EngagementRing","simple","4209FFCXWRQPL-C-7.0RD",,3,0,"FlyerfitÂ® Classic Three Stone Engagement Ring","4209FFCXWRQPL-C-7.0RD",,"FlyerfitÂ® Three Stone Engagement Ring","FlyerfitÂ® Round Dia-TB-.50-RD-.12ct. G/H, SI1/SI2 Classic Three Stone Engagement Ring","/4209FFCXWR7RD.jpg","/4209FFCXWR7RD2.jpg","/4209FFCXWR7RDSV.jpg","/4209FFCXWR7RDSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®",10,"DIA-TB-.50-RD-.12ct.","Diamond","Diamond",,"Tapered Baguette","Round",,8," ","G/H SI1/SI2","G/H SI1/SI2",,0.5,0.12," ",2,,7,"Round","Round",5800,1,"Enabled","No","Not Visible Individually","None","Three Stone","White Gold 14k with Platinum head","G/H, SI1/SI2",1.25,"Not Included",,"The Three Stone engagement ring style is designed with one center stone and two side stones. This style ring can be worn as a right-hand ring or as an engagement ring","FlyerfitÂ® Classic Three Stone Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","EngagementRing","simple","4209FFCXWRZ-B-7.0RD",,3,0,"FlyerfitÂ® Classic Three Stone Engagement Ring","4209FFCXWRZ-B-7.0RD",,"FlyerfitÂ® Three Stone Engagement Ring","FlyerfitÂ® Round Dia-TB-.50-RD-.12ct. G/H, VS2/SI1 Classic Three Stone Engagement Ring","/4209FFCXWR7RD.jpg","/4209FFCXWR7RD2.jpg","/4209FFCXWR7RDSV.jpg","/4209FFCXWR7RDSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®",10,"DIA-TB-.50-RD-.12ct.","Diamond","Diamond",,"Tapered Baguette","Round",,8," ","G/H VS2/SI1","G/H VS2/SI1",,0.5,0.12," ",2,,7,"Round","Round",5725,1,"Enabled","No","Not Visible Individually","None","Three Stone","White gold 18k","G/H, VS2/SI1",1.25,"Not Included",,"The Three Stone engagement ring style is designed with one center stone and two side stones. This style ring can be worn as a right-hand ring or as an engagement ring","FlyerfitÂ® Classic Three Stone Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","EngagementRing","simple","4209FFCXWRZ-C-7.0RD",,3,0,"FlyerfitÂ® Classic Three Stone Engagement Ring","4209FFCXWRZ-C-7.0RD",,"FlyerfitÂ® Three Stone Engagement Ring","FlyerfitÂ® Round Dia-TB-.50-RD-.12ct. G/H, SI1/SI2 Classic Three Stone Engagement Ring","/4209FFCXWR7RD.jpg","/4209FFCXWR7RD2.jpg","/4209FFCXWR7RDSV.jpg","/4209FFCXWR7RDSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®",10,"DIA-TB-.50-RD-.12ct.","Diamond","Diamond",,"Tapered Baguette","Round",,8," ","G/H SI1/SI2","G/H SI1/SI2",,0.5,0.12," ",2,,7,"Round","Round",5500,1,"Enabled","No","Not Visible Individually","None","Three Stone","White gold 18k","G/H, SI1/SI2",1.25,"Not Included",,"The Three Stone engagement ring style is designed with one center stone and two side stones. This style ring can be worn as a right-hand ring or as an engagement ring","FlyerfitÂ® Classic Three Stone Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","EngagementRing","simple","4209FFCXWRZPL-B-7.0RD",,3,0,"FlyerfitÂ® Classic Three Stone Engagement Ring","4209FFCXWRZPL-B-7.0RD",,"FlyerfitÂ® Three Stone Engagement Ring","FlyerfitÂ® Round Dia-TB-.50-RD-.12ct. G/H, VS2/SI1 Classic Three Stone Engagement Ring","/4209FFCXWR7RD.jpg","/4209FFCXWR7RD2.jpg","/4209FFCXWR7RDSV.jpg","/4209FFCXWR7RDSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®",10,"DIA-TB-.50-RD-.12ct.","Diamond","Diamond",,"Tapered Baguette","Round",,8," ","G/H VS2/SI1","G/H VS2/SI1",,0.5,0.12," ",2,,7,"Round","Round",6425,1,"Enabled","No","Not Visible Individually","None","Three Stone","White Gold 18k with Platinum head","G/H, VS2/SI1",1.25,"Not Included",,"The Three Stone engagement ring style is designed with one center stone and two side stones. This style ring can be worn as a right-hand ring or as an engagement ring","FlyerfitÂ® Classic Three Stone Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","EngagementRing","simple","4209FFCXWRZPL-C-7.0RD",,3,0,"FlyerfitÂ® Classic Three Stone Engagement Ring","4209FFCXWRZPL-C-7.0RD",,"FlyerfitÂ® Three Stone Engagement Ring","FlyerfitÂ® Round Dia-TB-.50-RD-.12ct. G/H, SI1/SI2 Classic Three Stone Engagement Ring","/4209FFCXWR7RD.jpg","/4209FFCXWR7RD2.jpg","/4209FFCXWR7RDSV.jpg","/4209FFCXWR7RDSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®",10,"DIA-TB-.50-RD-.12ct.","Diamond","Diamond",,"Tapered Baguette","Round",,8," ","G/H SI1/SI2","G/H SI1/SI2",,0.5,0.12," ",2,,7,"Round","Round",6200,1,"Enabled","No","Not Visible Individually","None","Three Stone","White Gold 18k with Platinum head","G/H, SI1/SI2",1.25,"Not Included",,"The Three Stone engagement ring style is designed with one center stone and two side stones. This style ring can be worn as a right-hand ring or as an engagement ring","FlyerfitÂ® Classic Three Stone Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","EngagementRing","configurable","5137SPR",3,3,1,"FlyerfitÂ® Classic Three Stone Engagement Ring","5137SPR","5137SPRQ-C-5.5PC,5137SPRQPL-C-5.5PC,5137SPRZ-C-5.5PC,5137SPRZPL-C-5.5PC,5137SPRPL-C-5.5PC","FlyerfitÂ® Three Stone Engagement Ring","FlyerfitÂ® Princess DIA-PC-.50,RD-.10CT. G/H, SI1/SI2 Classic Three Stone Engagement Ring","/5137SPR5_5PC.jpg","/5137SPR5_5PC2.jpg","/5137SPR5_5PCSV.jpg","/5137SPR5_5PCSET.jpg","center_stone_size,metal_selection,diamond_quality,diamond_shape_selectable","1 column","Classic","Engagement Ring","FlyerfitÂ®",10,"DIA .50ct-.10ct","Diamond","Diamond",,"Princess","Round",,8," ","G/H SI1/SI2","G/H SI1/SI2",,0.5,0.1," ",2,"T-2.30, B-2.75",5.5,"Princess","Princess",3425,1,"Enabled","No","Catalog, Search","None","Three Stone","White gold 14k","G/H, SI1/SI2",1,"Not Included",,"The Three Stone engagement ring style is designed with one center stone and two side stones. This style ring can be worn as a right-hand ring or as an engagement ring","FlyerfitÂ® Classic Three Stone Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,"5137SRWB-15",,195,"3:fixed:0.0000: :1:0|3.5:fixed:0.0000: :2:0|4:fixed:0.0000: :3:0|4.5:fixed:0.0000: :4:0|5:fixed:0.0000: :5:0|5.5:fixed:0.0000: :6:0|6:fixed:0.0000: :7:0|6.5:fixed:0.0000: :8:0|7:fixed:0.0000: :9:0|7.5:fixed:0.0000: :10:0|8:fixed:0.0000: :11:0|8.5:fixed:0.0000: :12:0|9:fixed:0.0000: :13:0|9.5:fixed:0.0000: :14:0|10:fixed:0.0000: :15:0|11:fixed:0.0000: :16:0|11.5:fixed:0.0000: :17:0"
"admin","martinflyer","EngagementRing","simple","5137SPRPL-C-5.5PC",,3,0,"FlyerfitÂ® Classic Three Stone Engagement Ring","5137SPRPL-C-5.5PC",,"FlyerfitÂ® Three Stone Engagement Ring","FlyerfitÂ® Princess DIA-PC-.50,RD-.10CT. G/H, SI1/SI2 Classic Three Stone Engagement Ring","/5137SPR5_5PC.jpg","/5137SPR5_5PC2.jpg","/5137SPR5_5PCSV.jpg","/5137SPR5_5PCSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®",10,"DIA .50ct-.10ct","Diamond","Diamond",,"Princess","Round",,8," ","G/H SI1/SI2","G/H SI1/SI2",,0.5,0.1," ",2,,5.5,"Princess","Princess",5025,1,"Enabled","No","Not Visible Individually","None","Three Stone","Platinum","G/H, SI1/SI2",1,"Not Included",,"The Three Stone engagement ring style is designed with one center stone and two side stones. This style ring can be worn as a right-hand ring or as an engagement ring","FlyerfitÂ® Classic Three Stone Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","EngagementRing","simple","5137SPRQ-C-5.5PC",,3,0,"FlyerfitÂ® Classic Three Stone Engagement Ring","5137SPRQ-C-5.5PC",,"FlyerfitÂ® Three Stone Engagement Ring","FlyerfitÂ® Princess DIA-PC-.50,RD-.10CT. G/H, SI1/SI2 Classic Three Stone Engagement Ring","/5137SPR5_5PC.jpg","/5137SPR5_5PC2.jpg","/5137SPR5_5PCSV.jpg","/5137SPR5_5PCSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®",10,"DIA .50ct-.10ct","Diamond","Diamond",,"Princess","Round",,8," ","G/H SI1/SI2","G/H SI1/SI2",,0.5,0.1," ",2,,5.5,"Princess","Princess",3425,1,"Enabled","No","Not Visible Individually","None","Three Stone","White gold 14k","G/H, SI1/SI2",1,"Not Included",,"The Three Stone engagement ring style is designed with one center stone and two side stones. This style ring can be worn as a right-hand ring or as an engagement ring","FlyerfitÂ® Classic Three Stone Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","EngagementRing","simple","5137SPRQPL-C-5.5PC",,3,0,"FlyerfitÂ® Classic Three Stone Engagement Ring","5137SPRQPL-C-5.5PC",,"FlyerfitÂ® Three Stone Engagement Ring","FlyerfitÂ® Princess DIA-PC-.50,RD-.10CT. G/H, SI1/SI2 Classic Three Stone Engagement Ring","/5137SPR5_5PC.jpg","/5137SPR5_5PC2.jpg","/5137SPR5_5PCSV.jpg","/5137SPR5_5PCSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®",10,"DIA .50ct-.10ct","Diamond","Diamond",,"Princess","Round",,8," ","G/H SI1/SI2","G/H SI1/SI2",,0.5,0.1," ",2,,5.5,"Princess","Princess",3775,1,"Enabled","No","Not Visible Individually","None","Three Stone","White Gold 14k with Platinum head","G/H, SI1/SI2",1,"Not Included",,"The Three Stone engagement ring style is designed with one center stone and two side stones. This style ring can be worn as a right-hand ring or as an engagement ring","FlyerfitÂ® Classic Three Stone Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","EngagementRing","simple","5137SPRZ-C-5.5PC",,3,0,"FlyerfitÂ® Classic Three Stone Engagement Ring","5137SPRZ-C-5.5PC",,"FlyerfitÂ® Three Stone Engagement Ring","FlyerfitÂ® Princess DIA-PC-.50,RD-.10CT. G/H, SI1/SI2 Classic Three Stone Engagement Ring","/5137SPR5_5PC.jpg","/5137SPR5_5PC2.jpg","/5137SPR5_5PCSV.jpg","/5137SPR5_5PCSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®",10,"DIA .50ct-.10ct","Diamond","Diamond",,"Princess","Round",,8," ","G/H SI1/SI2","G/H SI1/SI2",,0.5,0.1," ",2,,5.5,"Princess","Princess",3900,1,"Enabled","No","Not Visible Individually","None","Three Stone","White gold 18k","G/H, SI1/SI2",1,"Not Included",,"The Three Stone engagement ring style is designed with one center stone and two side stones. This style ring can be worn as a right-hand ring or as an engagement ring","FlyerfitÂ® Classic Three Stone Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","EngagementRing","simple","5137SPRZPL-C-5.5PC",,3,0,"FlyerfitÂ® Classic Three Stone Engagement Ring","5137SPRZPL-C-5.5PC",,"FlyerfitÂ® Three Stone Engagement Ring","FlyerfitÂ® Princess DIA-PC-.50,RD-.10CT. G/H, SI1/SI2 Classic Three Stone Engagement Ring","/5137SPR5_5PC.jpg","/5137SPR5_5PC2.jpg","/5137SPR5_5PCSV.jpg","/5137SPR5_5PCSET.jpg",,"1 column","Classic","Engagement Ring","FlyerfitÂ®",10,"DIA .50ct-.10ct","Diamond","Diamond",,"Princess","Round",,8," ","G/H SI1/SI2","G/H SI1/SI2",,0.5,0.1," ",2,,5.5,"Princess","Princess",4050,1,"Enabled","No","Not Visible Individually","None","Three Stone","White Gold 18k with Platinum head","G/H, SI1/SI2",1,"Not Included",,"The Three Stone engagement ring style is designed with one center stone and two side stones. This style ring can be worn as a right-hand ring or as an engagement ring","FlyerfitÂ® Classic Three Stone Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,,,,
"admin","martinflyer","EngagementRing","configurable","5137SPSR",4,3,1,"FlyerfitÂ® Classic Three Stone Engagement Ring","5137SPSR","5137SPSRQ-B-7.0RD,5137SPSRQ-C-7.0RD,5137SPSRQPL-B-7.0RD,5137SPSRQPL-C-7.0RD,5137SPSRZ-B-7.0RD,5137SPSRZ-C-7.0RD,5137SPSRZPL-B-7.0RD,5137SPSRZPL-C-7.0RD,5137SPSRPL-B-7.0RD,5137SPSRPL-C-7.0RD","FlyerfitÂ® Three Stone Engagement Ring","FlyerfitÂ® Round Dia-.PS.50ct.-RD-10ct. G/H, SI1/SI2 Classic Three Stone Engagement Ring","/5137SPSR7RD.jpg","/5137SPSR7RD2.jpg","/5137SPSR7RDSV.jpg","/5137SPSR7RDSET.jpg","center_stone_size,metal_selection,diamond_quality,diamond_shape_selectable","1 column","Classic","Engagement Ring","FlyerfitÂ®",10,"DIA-.PS.50ct.-RD-10ct.","Diamond","Diamond",,"Pear","Round",,8," ","G/H SI1/SI2","G/H SI1/SI2",,0.5,0.1," ",2,"T-2.06, B-2.75",7,"Round","Round",4575,1,"Enabled","No","Catalog, Search","None","Three Stone","White gold 14k","G/H, SI1/SI2",1.25,"Not Included",,"The Three Stone engagement ring style is designed with one center stone and two side stones. This style ring can be worn as a right-hand ring or as an engagement ring","FlyerfitÂ® Classic Three Stone Engagement Ring","Engagement Ring","All Flyerfit pieces are warranted for life as long as all repairs or work to that piece was done by Martin Flyer craftsmen.","Every Martin Flyer creation is handcrafted with the utmost focus on care and exactness.  We offer personalized customization of each product as we fulfill every unique customer need. As a result of such careful attention to detail, delivery may take up to four weeks.",10,1,"5137SRWB-17",,196,"3:fixed:0.0000: :1:0|3.5:fixed:0.0000: :2:0|4:fixed:0.0000: :3:0|4.5:fixed:0.0000: :4:0|5:fixed:0.0000: :5:0|5.5:fixed:0.0000: :6:0|6:fixed:0.0000: :7:0|6.5:fixed:0.0000: :8:0|7:fixed:0.0000: :9:0|7.5:fixed:0.0000: :10:0|8:fixed:0.0000: :11:0|8.5:fixed:0.0000: :12:0|9:fixed:0.0000: :13:0|9.5:fixed:0.0000: :14:0|10:fixed:0.0000: :15:0|11:fixed:0.0000: :16:0|11.5:fixed:0.0000: :17:0"
